Word,file1_col1,file1_col2,file2_col1,file2_col2,file2_col3,file2_col4,file2_col5,file2_col6,file2_col7,file2_col8,file2_col9,file2_col10,file2_col11,file2_col12,file2_col13,file2_col14,file2_col15,file2_col16,file2_col17,file2_col18
represent,708,represent,represent,represents,represented,representing,representings,,,,,,,,,,,,,
representation,2077,representation,representation,representations,,,,,,,,,,,,,,,,
representative,1521,representative,representative,representatives,,,,,,,,,,,,,,,,
reproduce,4021,reproduce,reproduce,reproduces,reproduced,reproducing,reproducings,,,,,,,,,,,,,
reproduction,4951,reproduction,reproduction,reproductions,,,,,,,,,,,,,,,,
republic,3715,republic,republic,republics,,,,,,,,,,,,,,,,
reputation,1909,reputation,reputation,reputations,,,,,,,,,,,,,,,,
request,1061,request,request,requests,requested,requesting,requestings,,,,,,,,,,,,,
require,452,require,require,required;requires,required;requiring,requiring;requirings,requirings,,,,,,,,,,,,,
requirement,1254,requirement,requirement,requirements,,,,,,,,,,,,,,,,
rescue,2431,rescue,rescue,rescues,rescued,rescuing,rescuings,,,,,,,,,,,,,
research,473,research,research,researched;researches,researched;researching,researching;researchings,researchings,,,,,,,,,,,,,
researcher,1695,researcher,researcher,researchers,,,,,,,,,,,,,,,,
resemble,3405,resemble,resemble,resembles,resembled,resembling,resemblings,,,,,,,,,,,,,
reservation,3138,reservation,reservation,reservations,,,,,,,,,,,,,,,,
reserve,1738,reserve,reserve,reserves,reserved,reserving,reservings,,,,,,,,,,,,,
reservoir,4904,reservoir,reservoir,reservoirs,,,,,,,,,,,,,,,,
residence,3413,residence,residence,residences,,,,,,,,,,,,,,,,
resident,1589,resident,resident,residents,,,,,,,,,,,,,,,,
residential,3089,residential,residential,residentials,,,,,,,,,,,,,,,,
resign,2616,resign,resign,resigns,resigned,resigning,resignings,,,,,,,,,,,,,
resignation,3817,resignation,resignation,resignations,,,,,,,,,,,,,,,,
resist,2446,resist,resist,resists,resisted,resisting,resistings,,,,,,,,,,,,,
resistance,2343,resistance,resistance,resistances,,,,,,,,,,,,,,,,
resolution,1849,resolution,resolution,resolutions,,,,,,,,,,,,,,,,
resolve,1827,resolve,resolve,resolves,resolved,resolving,resolvings,,,,,,,,,,,,,
resort,2308,resort,resort,resorts,resorted,resorting,resortings,,,,,,,,,,,,,
resource,954,resource,resource,resources,resourced,resourcing,resourcings,,,,,,,,,,,,,
respect,731,respect,respect,respects,respected,respecting,respectings,,,,,,,,,,,,,
respectively,2068,respectively,respectively,,,,,,,,,,,,,,,,,
respond,1166,respond,respond,responds,responded,responding,respondings,,,,,,,,,,,,,
respondent,3748,respondent,respondent,respondents,,,,,,,,,,,,,,,,
response,656,response,response,responsed;responses,responsed;responsing,responsing;responsings,responsings,,,,,,,,,,,,,
responsibility,1012,responsibility,responsibility,responsibilities,,,,,,,,,,,,,,,,
responsible,1132,responsible,responsible,responsibles,,,,,,,,,,,,,,,,
rest,578,rest,rest,rested;rests,rested;resting,resting;restings,restings,,,,,,,,,,,,,
restaurant,969,restaurant,restaurant,restaurants,,,,,,,,,,,,,,,,
restore,2150,restore,restore,restores,restored,restoring,restorings,,,,,,,,,,,,,
restrict,2096,restrict,restrict,restricts,restricted,restricting,restrictings,,,,,,,,,,,,,
restriction,2226,restriction,restriction,restrictions,,,,,,,,,,,,,,,,
result,283,result,result,resulted;results,resulted;resulting,resulting;resultings,resultings,,,,,,,,,,,,,
resume,3052,resume,resume,resumes,resumed,resuming,resumings,,,,,,,,,,,,,
retail,2087,retail,retail,retails,retailed,retailing,retailings,,,,,,,,,,,,,
retailer,3337,retailer,retailer,retailers,,,,,,,,,,,,,,,,
retain,2009,retain,retain,retains,retained,retaining,retainings,,,,,,,,,,,,,
retire,1685,retire,retire,retires,retired,retiring,retirings,,,,,,,,,,,,,
retirement,2067,retirement,retirement,retirements,,,,,,,,,,,,,,,,
retreat,3420,retreat,retreat,retreats,retreated,retreating,retreatings,,,,,,,,,,,,,
retrieve,4682,retrieve,retrieve,retrieves,retrieved,retrieving,retrievings,,,,,,,,,,,,,
return,387,return,return,returns,returned,returning,returnings,,,,,,,,,,,,,
reveal,1174,reveal,reveal,reveals,revealed,revealing,revealled,,,,,,,,,,,,,
revenue,1401,revenue,revenue,revenues,,,,,,,,,,,,,,,,
reverse,2253,reverse,reverse,reverses,reversed,reversing,reversings,,,,,,,,,,,,,
review,780,review,review,reviewed;reviews,reviewed;reviewing,reviewing;reviewings,reviewings,,,,,,,,,,,,,
revise,2738,revise,revise,revises,revised,revising,revisings,,,,,,,,,,,,,
revision,4542,revision,revision,revisions,,,,,,,,,,,,,,,,
revolution,2020,revolution,revolution,revolutions,,,,,,,,,,,,,,,,
revolutionary,3535,revolutionary,revolutionary,revolutionaries,,,,,,,,,,,,,,,,
reward,1798,reward,reward,rewards,rewarded,rewarding,rewardings,,,,,,,,,,,,,
rewrite,4891,rewrite,rewrite,rewrites,rewrote,rewritten,rewrited,rewriting,rewrit,,,,,,,,,,,
rhetoric,4063,rhetoric,rhetoric,rhetorics,,,,,,,,,,,,,,,,
rhythm,3259,rhythm,rhythm,rhythms,,,,,,,,,,,,,,,,
rice,2745,rice,rice,rices,,,,,,,,,,,,,,,,
rich,1062,rich,rich,richer,richest,,,,,,,,,,,,,,,
rid,2453,rid,rid,rids,ridded,ridding,riddings,,,,,,,,,,,,,
ride,1100,ride,ride,rides,rode,riding,ridden,rided,,,,,,,,,,,,
rider,4149,rider,rider,riders,,,,,,,,,,,,,,,,
ridiculous,3442,ridiculous,ridiculous,,,,,,,,,,,,,,,,,
right,142,right,right,righted;rights,righted;righting,righter;righting,righter;rightest,rightest,,,,,,,,,,,,
ring,995,ring,ring,ringed;rings,rang;ringed,rang;ringing,ringing;rung,rung,,,,,,,,,,,,
rise,512,rise,rise,rises,rose,risen,rising,risings,,,,,,,,,,,,
risk,595,risk,risk,risks,risked,risking,riskings,,,,,,,,,,,,,
ritual,3265,ritual,ritual,rituals,,,,,,,,,,,,,,,,
rival,2393,rival,rival,rivals,rivaled,rivaling,rivalings,rivalled,rivalling,rivallings,,,,,,,,,,
river,1226,river,river,rivers,,,,,,,,,,,,,,,,
road,571,road,road,roaded;roads,roaded;roading,roading;roadings,roadings,,,,,,,,,,,,,
robot,3509,robot,robot,robots,,,,,,,,,,,,,,,,
rock,1015,rock,rock,rocks,rocked,rocking,rockings,,,,,,,,,,,,,
role,518,role,role,roles,,,,,,,,,,,,,,,,
roll,1230,roll,roll,rolls,rolled,rolling,rollings,,,,,,,,,,,,,
romantic,2684,romantic,romantic,romantics,,,,,,,,,,,,,,,,
roof,2066,roof,roof,roofs,roofed,roofing,roofings,,,,,,,,,,,,,
room,304,room,room,roomed;rooms,roomed;rooming,rooming;roomings,roomings,,,,,,,,,,,,,
root,1579,root,root,roots,rooted,rooting,rootings,,,,,,,,,,,,,
rope,3492,rope,rope,ropes,roped,roping,ropings,,,,,,,,,,,,,
rose,2848,rose,rose,roses,,,,,,,,,,,,,,,,
rotate,4879,rotate,rotate,rotates,rotated,rotating,rotatings,,,,,,,,,,,,,
rotation,4926,rotation,rotation,rotations,,,,,,,,,,,,,,,,
rough,2369,rough,rough,roughs,roughed,roughing,rougher,roughest,,,,,,,,,,,,
roughly,2500,roughly,roughly,,,,,,,,,,,,,,,,,
round,569,round,round,rounded;rounds,rounded;rounding,rounder;rounding,rounder;roundest,rounders;roundest,rounders,,,,,,,,,,,
route,1460,route,route,routes,routeed,routeing,routeings,,,,,,,,,,,,,
routine,2154,routine,routine,routines,,,,,,,,,,,,,,,,
row,1652,row,row,rows,rowed,rowing,rowings,,,,,,,,,,,,,
royal,2826,royal,royal,royals,,,,,,,,,,,,,,,,
rub,3471,rub,rub,rubs,rubbed,rubbing,rubbings,,,,,,,,,,,,,
rubber,3269,rubber,rubber,rubbers,,,,,,,,,,,,,,,,
ruin,2455,ruin,ruin,ruins,ruined,ruining,ruinings,,,,,,,,,,,,,
rule,465,rule,rule,ruled;rules,ruled;ruling,ruling;rulings,rulings,,,,,,,,,,,,,
ruler,3795,ruler,ruler,rulers,,,,,,,,,,,,,,,,
rumor,3049,rumor,rumor,rumors,rumored,rumoring,rumour,rumours,rumoured,rumouring,rumourings,,,,,,,,,
run,242,run,run,ran;runs,ran;running,runneth;running,runneth;runnin,runnin,,,,,,,,,,,,
runner,4288,runner,runner,runners,,,,,,,,,,,,,,,,
rural,2013,rural,rural,rurals,,,,,,,,,,,,,,,,
rush,1749,rush,rush,rushes,rushed,rushing,rushings,,,,,,,,,,,,,
sad,1760,sad,sad,sadder,saddest,,,,,,,,,,,,,,,
safe,1077,safe,safe,safer,safest,safes,,,,,,,,,,,,,,
safely,3654,safely,safely,,,,,,,,,,,,,,,,,
safety,1361,safety,safety,safeties,,,,,,,,,,,,,,,,
sail,2166,sail,sail,sails,sailed,sailing,sailings,,,,,,,,,,,,,
sake,2587,sake,sake,sakes,,,,,,,,,,,,,,,,
salad,3430,salad,salad,salads,,,,,,,,,,,,,,,,
salary,1866,salary,salary,salaries,salaried,,,,,,,,,,,,,,,
sale,448,sale,sale,sales,,,,,,,,,,,,,,,,
salt,2509,salt,salt,salts,salted,salting,saltings,,,,,,,,,,,,,
same,172,same,same,,,,,,,,,,,,,,,,,
sample,1112,sample,sample,samples,sampled,sampling,samplings,,,,,,,,,,,,,
sanction,2666,sanction,sanction,sanctions,sanctioned,sanctioning,sanctionings,,,,,,,,,,,,,
sand,2423,sand,sand,sands,sanded,sanding,sandings,,,,,,,,,,,,,
sandwich,3106,sandwich,sandwich,sandwiches,sandwiched,sandwiching,sandwichings,,,,,,,,,,,,,
satellite,2932,satellite,satellite,satellites,,,,,,,,,,,,,,,,
satisfaction,2183,satisfaction,satisfaction,satisfactions,,,,,,,,,,,,,,,,
satisfactory,3729,satisfactory,satisfactory,,,,,,,,,,,,,,,,,
satisfy,1204,satisfy,satisfy,satisfies,satisfied,satisfying,satisfyings,,,,,,,,,,,,,
save,616,save,save,saved;saves,saved;saving,saving;savings,savings,,,,,,,,,,,,,
say,80,say,say,said;says,said;saying,sayed;saying,sayed;sayin,sayin;sayings,sayings,,,,,,,,,,,
scale,1249,scale,scale,scales,scaled,scaling,scalings,,,,,,,,,,,,,
scan,2661,scan,scan,scans,scanned,scanning,scannings,,,,,,,,,,,,,
scare,2206,scare,scare,scares,scared,scaring,scarings,scareder,scaredest,,,,,,,,,,,
scatter,3031,scatter,scatter,scatters,scattered,scattering,scatterings,,,,,,,,,,,,,
scenario,2997,scenario,scenario,scenarios,,,,,,,,,,,,,,,,
scene,1073,scene,scene,scenes,,,,,,,,,,,,,,,,
scenery,4979,scenery,scenery,sceneries,,,,,,,,,,,,,,,,
schedule,1290,schedule,schedule,schedules,scheduled,scheduling,schedulings,,,,,,,,,,,,,
scheme,1317,scheme,scheme,schemes,schemed,scheming,schemings,,,,,,,,,,,,,
scholar,2572,scholar,scholar,scholars,,,,,,,,,,,,,,,,
scholarship,3381,scholarship,scholarship,scholarships,,,,,,,,,,,,,,,,
school,196,school,school,schooled;schools,schooled;schooling,schooling;schoolings,schoolings,,,,,,,,,,,,,
science,955,science,science,sciences,,,,,,,,,,,,,,,,
scientific,1806,scientific,scientific,scientifics,,,,,,,,,,,,,,,,
scientist,1459,scientist,scientist,scientists,,,,,,,,,,,,,,,,
scope,2609,scope,scope,scopes,scoped,scoping,scopings,,,,,,,,,,,,,
score,873,score,score,scored;scores,scored;scoring,scoring;scorings,scorings,,,,,,,,,,,,,
scream,2212,scream,scream,screams,screamed,screaming,screamings,,,,,,,,,,,,,
screen,1007,screen,screen,screens,screened,screening,screenings,,,,,,,,,,,,,
sculpture,3529,sculpture,sculpture,sculptures,sculptured,sculpturing,sculpturings,,,,,,,,,,,,,
sea,1037,sea,sea,seas,,,,,,,,,,,,,,,,
seal,2372,seal,seal,seals,sealed,sealing,sealings,,,,,,,,,,,,,
search,939,search,search,searches,searched,searching,searchings,,,,,,,,,,,,,
season,800,season,season,seasons,seasoned,seasoning,seasonings,,,,,,,,,,,,,
seat,902,seat,seat,seats,seated,seating,seatings,,,,,,,,,,,,,
second,276,second,second,seconded;seconds,seconded;seconding,sec;seconding,sec,,,,,,,,,,,,,
secondary,2135,secondary,secondary,secondaries,,,,,,,,,,,,,,,,
secondly,1996,secondly,secondly,,,,,,,,,,,,,,,,,
secret,1326,secret,secret,secrets,,,,,,,,,,,,,,,,
secretary,1243,secretary,secretary,secretaries,,,,,,,,,,,,,,,,
section,718,section,section,sections,sectioned,sectioning,sectionings,,,,,,,,,,,,,
sector,1201,sector,sector,sectors,,,,,,,,,,,,,,,,
secure,1573,secure,secure,secures,secured,securing,securings,securer,securest,,,,,,,,,,,
security,591,security,security,securities,,,,,,,,,,,,,,,,
see,100,see,see,saw;sees,saw;seeing,seeing;seen,seen,,,,,,,,,,,,,
seed,1865,seed,seed,seeds,seeded,seeding,seedings,,,,,,,,,,,,,
seek,828,seek,seek,seeks,sought,seeking,seeked,,,,,,,,,,,,,
seem,223,seem,seem,seemed;seems,seemed;seeming,seeming;seemings,seemings,,,,,,,,,,,,,
segment,2420,segment,segment,segments,segmented,segmenting,segmentings,,,,,,,,,,,,,
seldom,4111,seldom,seldom,,,,,,,,,,,,,,,,,
select,1223,select,select,selects,selected,selecting,selectings,,,,,,,,,,,,,
selection,1697,selection,selection,selections,,,,,,,,,,,,,,,,
selective,4565,selective,selective,,,,,,,,,,,,,,,,,
self,1883,self,self,selves,,,,,,,,,,,,,,,,
sell,468,sell,sell,sells;sold,selling;sold,selled;selling,selled,,,,,,,,,,,,,
seller,3491,seller,seller,sellers,,,,,,,,,,,,,,,,
semantic,4226,semantic,semantic,semantics,,,,,,,,,,,,,,,,
seminar,2952,seminar,seminar,seminars,,,,,,,,,,,,,,,,
send,373,send,send,sended;sends,sended;sending,sending;sent,sent,,,,,,,,,,,,,
senior,1257,senior,senior,seniors,,,,,,,,,,,,,,,,
sensation,3858,sensation,sensation,sensations,,,,,,,,,,,,,,,,
sense,462,sense,sense,sensed;senses,sensed;sensing,sensing;sensings,sensings,,,,,,,,,,,,,
sensible,3236,sensible,sensible,sensibles,,,,,,,,,,,,,,,,
sensitive,2127,sensitive,sensitive,,,,,,,,,,,,,,,,,
sensitivity,3539,sensitivity,sensitivity,sensitivities,,,,,,,,,,,,,,,,
sentence,1149,sentence,sentence,sentences,sentenced,sentencing,sentencings,,,,,,,,,,,,,
separate,940,separate,separate,separates,separated,separating,separatings,,,,,,,,,,,,,
separately,3486,separately,separately,,,,,,,,,,,,,,,,,
separation,3359,separation,separation,separations,,,,,,,,,,,,,,,,
sequence,2010,sequence,sequence,sequences,sequenced,sequencing,sequencings,,,,,,,,,,,,,
serial,3298,serial,serial,serials,,,,,,,,,,,,,,,,
series,773,series,series,,,,,,,,,,,,,,,,,
serious,846,serious,serious,,,,,,,,,,,,,,,,,
seriously,1640,seriously,seriously,,,,,,,,,,,,,,,,,
servant,2691,servant,servant,servants,,,,,,,,,,,,,,,,
serve,584,serve,serve,serves,served,serving,serveing,servings,,,,,,,,,,,,
server,2812,server,server,servers,,,,,,,,,,,,,,,,
service,273,service,service,serviced;services,serviced;servicing,servicing;servicings,servicings,,,,,,,,,,,,,
session,1608,session,session,sessions,,,,,,,,,,,,,,,,
set,235,set,set,sets;setted,setted;setting,setting;settings,settings,,,,,,,,,,,,,
settle,1353,settle,settle,settles,settled,settling,settlings,,,,,,,,,,,,,
settlement,1816,settlement,settlement,settlements,,,,,,,,,,,,,,,,
seven,24,seven,seven,sevens,seventh,sevenths,,,,,,,,,,,,,,
seventy,42,seventy,seventy,seventys,seventies,seventieth,seventieths,,,,,,,,,,,,,
several,398,several,several,severals,,,,,,,,,,,,,,,,
severe,1997,severe,severe,severer,severest,,,,,,,,,,,,,,,
sew,4374,sew,sew,sews,sewed,sewing,sewn,,,,,,,,,,,,,
sex,1113,sex,sex,sexes,sexed,sexing,sexings,,,,,,,,,,,,,
sexual,1659,sexual,sexual,sexuals,,,,,,,,,,,,,,,,
sexuality,4685,sexuality,sexuality,sexualities,,,,,,,,,,,,,,,,
shade,2776,shade,shade,shades,shaded,shading,shadings,,,,,,,,,,,,,
shadow,2289,shadow,shadow,shadows,shadowed,shadowing,shadowings,,,,,,,,,,,,,
shake,1524,shake,shake,shakes,shook,shaking,shaken,shaked,,,,,,,,,,,,
shall,857,shall,shall,shan,,,,,,,,,,,,,,,,
shallow,4225,shallow,shallow,shallows,shallowed,shallowing,shallower,shallowest,,,,,,,,,,,,
shape,1036,shape,shape,shapes,shaped,shaping,shapings,,,,,,,,,,,,,
share,403,share,share,shared;shares,shared;sharing,sharing;sharings,sharings,,,,,,,,,,,,,
shareholder,2340,shareholder,shareholder,shareholders,,,,,,,,,,,,,,,,
sharp,1896,sharp,sharp,sharper,sharpest,,,,,,,,,,,,,,,
sharply,2956,sharply,sharply,,,,,,,,,,,,,,,,,
she,74,she,she,her;hers,hers,,,,,,,,,,,,,,,
sheep,2760,sheep,sheep,sheeps,,,,,,,,,,,,,,,,
sheet,1666,sheet,sheet,sheets,sheeted,sheeting,sheetings,,,,,,,,,,,,,
shelf,2588,shelf,shelf,shelves,shelved,shelving,shelvings,,,,,,,,,,,,,
shell,2620,shell,shell,shells,shelled,shelling,shellings,,,,,,,,,,,,,
shelter,2631,shelter,shelter,shelters,sheltered,sheltering,shelterings,,,,,,,,,,,,,
shift,1240,shift,shift,shifts,shifted,shifting,shiftings,,,,,,,,,,,,,
shine,2682,shine,shine,shines,shined,shining,shone,,,,,,,,,,,,,
ship,1143,ship,ship,ships,shipped,shipping,shippings,,,,,,,,,,,,,
shirt,1957,shirt,shirt,shirts,shirted,shirting,shirtings,,,,,,,,,,,,,
shock,1433,shock,shock,shocks,shocked,shocking,shockings,,,,,,,,,,,,,
shoe,1526,shoe,shoe,shoes,shoed,shod,shoeing,shoeings,,,,,,,,,,,,
shoot,1053,shoot,shoot,shoots,shooted,shooting,shootings,,,,,,,,,,,,,
shop,487,shop,shop,shopped;shops,shopped;shopping,shopping;shoppings,shoppings,,,,,,,,,,,,,
shore,2787,shore,shore,shores,shored,shoring,shorings,,,,,,,,,,,,,
short,469,short,short,shorted;shorts,shorted;shorting,shorter;shorting,shorter;shortest,shortest,,,,,,,,,,,,
shortage,3292,shortage,shortage,shortages,,,,,,,,,,,,,,,,
shortly,2886,shortly,shortly,,,,,,,,,,,,,,,,,
shot,1617,shot,shot,shots,,,,,,,,,,,,,,,,
should,139,should,should,shoulda;shouldn,shoulda,,,,,,,,,,,,,,,
shoulder,1660,shoulder,shoulder,shoulders,shouldered,shouldering,shoulderings,,,,,,,,,,,,,
shout,1716,shout,shout,shouts,shouted,shouting,shoutings,,,,,,,,,,,,,
show,160,show,show,showed;shows,showed;showing,showing;shown,showings;shown,showings,,,,,,,,,,,,
shower,2402,shower,shower,showers,showered,showering,showerings,,,,,,,,,,,,,
shut,1825,shut,shut,shuts,shutted,shutting,shuttings,,,,,,,,,,,,,
shuttle,4514,shuttle,shuttle,shuttles,shuttled,shuttling,shuttlings,,,,,,,,,,,,,
sick,1766,sick,sick,sicks,sicked,sicking,sicker,sickest,,,,,,,,,,,,
side,326,side,side,sided;sides,sided;siding,siding;sidings,sidings,,,,,,,,,,,,,
sigh,2792,sigh,sigh,sighs,sighed,sighing,sighings,,,,,,,,,,,,,
sight,1475,sight,sight,sights,sighted,sighting,sightings,,,,,,,,,,,,,
sign,550,sign,sign,signed;signs,signed;signing,signing;signings,signings,,,,,,,,,,,,,
signal,1552,signal,signal,signals,signaled,signalled,signaling,signalling,signallings,,,,,,,,,,,
signature,3204,signature,signature,signatures,,,,,,,,,,,,,,,,
significance,2401,significance,significance,significances,,,,,,,,,,,,,,,,
significant,770,significant,significant,significants,,,,,,,,,,,,,,,,
significantly,1719,significantly,significantly,,,,,,,,,,,,,,,,,
silence,2017,silence,silence,silences,silenced,silencing,silencings,,,,,,,,,,,,,
silent,2524,silent,silent,,,,,,,,,,,,,,,,,
silly,2752,silly,silly,sillier,silliest,,,,,,,,,,,,,,,
silver,2083,silver,silver,silvers,silvered,silvering,silverings,,,,,,,,,,,,,
similar,644,similar,similar,similars,,,,,,,,,,,,,,,,
similarity,3454,similarity,similarity,similarities,,,,,,,,,,,,,,,,
similarly,2297,similarly,similarly,,,,,,,,,,,,,,,,,
simple,738,simple,simple,simpler,simplest,,,,,,,,,,,,,,,
simplify,4290,simplify,simplify,simplifies,simplified,simplifying,simplifyings,,,,,,,,,,,,,
simply,676,simply,simply,,,,,,,,,,,,,,,,,
simulation,4515,simulation,simulation,simulations,,,,,,,,,,,,,,,,
simultaneously,3280,simultaneously,simultaneously,,,,,,,,,,,,,,,,,
sin,3141,sin,sin,sins,sinned,sinning,sinnings,,,,,,,,,,,,,
since,241,since,since,,,,,,,,,,,,,,,,,
sincerely,2883,sincerely,sincerely,,,,,,,,,,,,,,,,,
sing,923,sing,sing,sang;sings,sang;singing,singing;sung,singin;sung,singin,,,,,,,,,,,,
singer,2232,singer,singer,singers,,,,,,,,,,,,,,,,
single,607,single,single,singled;singles,singled;singling,singling;singlings,singlings,,,,,,,,,,,,,
sink,2155,sink,sink,sinks,sank,sinking,sunk,sinked,,,,,,,,,,,,
sir,2188,sir,sir,sirs,,,,,,,,,,,,,,,,
sister,1014,sister,sister,sisters,,,,,,,,,,,,,,,,
sit,406,sit,sit,sat;sits,sat;sitting,sitting;sittings,sittings,,,,,,,,,,,,,
site,544,site,site,sited;sites,sited;siting,siting;sitings,sitings,,,,,,,,,,,,,
situate,2778,situate,situate,situates,situated,situating,situatings,,,,,,,,,,,,,
situation,480,situation,situation,situations,,,,,,,,,,,,,,,,
six,23,six,six,sixs,sixth,sixths,,,,,,,,,,,,,,
sixty,41,sixty,sixty,sixtys,sixties,sixtieth,sixtieths,,,,,,,,,,,,,
size,755,size,size,sized;sizes,sized;sizing,sizing;sizings,sizings,,,,,,,,,,,,,
skate,4843,skate,skate,skates,skated,skating,skatings,,,,,,,,,,,,,
sketch,3662,sketch,sketch,sketches,sketched,sketching,sketchings,,,,,,,,,,,,,
ski,2644,ski,ski,skis,skied,skiing,skiings,,,,,,,,,,,,,
skill,735,skill,skill,skills,skilled,,,,,,,,,,,,,,,
skin,1511,skin,skin,skins,skinned,skinning,skinnings,,,,,,,,,,,,,
skip,3825,skip,skip,skips,skipped,skipping,skippings,,,,,,,,,,,,,
skirt,2501,skirt,skirt,skirts,skirted,skirting,skirtings,,,,,,,,,,,,,
sky,1770,sky,sky,skies,,,,,,,,,,,,,,,,
slave,2475,slave,slave,slaves,slaved,slaving,slavings,,,,,,,,,,,,,
slavery,4044,slavery,slavery,,,,,,,,,,,,,,,,,
sleep,877,sleep,sleep,sleeps;slept,sleeping;slept,sleeping;sleepings,sleepings,,,,,,,,,,,,,
sleeve,4406,sleeve,sleeve,sleeves,sleeved,sleeving,sleevings,,,,,,,,,,,,,
slice,2796,slice,slice,slices,sliced,slicing,slicings,,,,,,,,,,,,,
slide,1947,slide,slide,slides,slid,sliding,slided,,,,,,,,,,,,,
slight,2092,slight,slight,slights,slighted,slighting,slighter,slightest,,,,,,,,,,,,
slightly,1162,slightly,slightly,,,,,,,,,,,,,,,,,
slip,1860,slip,slip,slips,slipped,slipping,slippings,,,,,,,,,,,,,
slope,2746,slope,slope,slopes,sloped,sloping,slopings,,,,,,,,,,,,,
slot,3432,slot,slot,slots,slotted,slotting,slottings,,,,,,,,,,,,,
slow,1168,slow,slow,slows,slowed,slowing,slower,slowest,,,,,,,,,,,,
slowly,1562,slowly,slowly,,,,,,,,,,,,,,,,,
small,236,small,small,smaller;smallest,smallest;smalls,smalls,,,,,,,,,,,,,,
smart,2073,smart,smart,smarts,smarted,smarting,smarter,smartest,,,,,,,,,,,,
smell,1841,smell,smell,smells,smelled,smelling,smellings,,,,,,,,,,,,,
smile,1040,smile,smile,smiles,smiled,smiling,smilin,,,,,,,,,,,,,
smoke,1280,smoke,smoke,smokes,smoked,smoking,smokings,,,,,,,,,,,,,
smooth,2291,smooth,smooth,smooths,smoothed,smoothing,smoother,smoothest,,,,,,,,,,,,
smoothly,4910,smoothly,smoothly,,,,,,,,,,,,,,,,,
snack,3913,snack,snack,snacks,snacked,snacking,snackings,,,,,,,,,,,,,
snake,4066,snake,snake,snakes,snaked,snaking,snakings,,,,,,,,,,,,,
snap,2781,snap,snap,snaps,snapped,snapping,snappings,,,,,,,,,,,,,
sniff,4677,sniff,sniff,sniffs,sniffed,sniffing,sniffings,,,,,,,,,,,,,
snow,2000,snow,snow,snows,snowed,snowing,snowings,,,,,,,,,,,,,
so,82,so,so,,,,,,,,,,,,,,,,,
soap,3367,soap,soap,soaps,soaped,soaping,soapings,,,,,,,,,,,,,
soar,3844,soar,soar,soars,soared,soaring,soarings,,,,,,,,,,,,,
soccer,3242,soccer,soccer,soccers,,,,,,,,,,,,,,,,
social,431,social,social,socials,,,,,,,,,,,,,,,,
socially,4087,socially,socially,,,,,,,,,,,,,,,,,
society,612,society,society,societies,societys,,,,,,,,,,,,,,,
sock,3905,sock,sock,socks,socked,socking,sockings,,,,,,,,,,,,,
sofa,4146,sofa,sofa,sofas,,,,,,,,,,,,,,,,
soft,1651,soft,soft,softer,softest,,,,,,,,,,,,,,,
software,1141,software,software,,,,,,,,,,,,,,,,,
soil,2072,soil,soil,soils,soiled,soiling,soilings,,,,,,,,,,,,,
solar,2846,solar,solar,solars,,,,,,,,,,,,,,,,
soldier,1428,soldier,soldier,soldiers,soldiered,soldiering,soldierings,,,,,,,,,,,,,
solid,2100,solid,solid,solids,,,,,,,,,,,,,,,,
solution,838,solution,solution,solutions,,,,,,,,,,,,,,,,
solve,1271,solve,solve,solves,solved,solving,solvings,,,,,,,,,,,,,
some,103,some,some,,,,,,,,,,,,,,,,,
somebody,1033,somebody,somebody,somebodies;somebodys,somebodys,,,,,,,,,,,,,,,
somehow,1742,somehow,somehow,somehows,,,,,,,,,,,,,,,,
someone,489,someone,someone,someones,,,,,,,,,,,,,,,,
something,188,something,something,somethin;somethings,somethings,,,,,,,,,,,,,,,
sometime,3633,sometime,sometime,sometimes,,,,,,,,,,,,,,,,
sometimes,494,sometimes,sometimes,,,,,,,,,,,,,,,,,
somewhat,1729,somewhat,somewhat,,,,,,,,,,,,,,,,,
somewhere,1370,somewhere,somewhere,somewheres,,,,,,,,,,,,,,,,
son,737,son,son,sons,soned,sonning,sonnings,,,,,,,,,,,,,
song,991,song,song,songs,,,,,,,,,,,,,,,,
soon,375,soon,soon,sooner;soonest,soonest,,,,,,,,,,,,,,,
sophisticate,2899,sophisticate,sophisticate,sophisticated,sophisticating,sophisticates,,,,,,,,,,,,,,
sorry,815,sorry,sorry,sorrier;sorriest,sorriest,,,,,,,,,,,,,,,
sort,366,sort,sort,sorted;sorts,sorted;sorting,sorting;sortings,sortings,,,,,,,,,,,,,
soul,1934,soul,soul,souls,,,,,,,,,,,,,,,,
sound,440,sound,sound,sounded;sounds,sounded;sounding,sounding;soundings,soundings,,,,,,,,,,,,,
soup,3752,soup,soup,soups,souped,souping,soupings,,,,,,,,,,,,,
source,673,source,source,sources,sourced,sourcing,sourcings,,,,,,,,,,,,,
south,1209,south,south,souths,,,,,,,,,,,,,,,,
southern,1970,southern,southern,,,,,,,,,,,,,,,,,
space,602,space,space,spaces,spaced,spacing,spacings,,,,,,,,,,,,,
span,3300,span,span,spans,spanned,spanning,spannings,,,,,,,,,,,,,
spare,2176,spare,spare,spares,spared,sparing,sparer,sparest,,,,,,,,,,,,
speak,334,speak,speak,speaks;spoke,speaking;spoke,speaking;spoken,spoken,,,,,,,,,,,,,
speaker,1291,speaker,speaker,speakers,,,,,,,,,,,,,,,,
special,493,special,special,specialled;specials,specialled;specialling,specialling;speciallings,speciallings,,,,,,,,,,,,,
