0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
cloth,cloths,,,,,,,,,,,,,,,,
cloudy,cloudier;cloudy,cloudier;cloudiest,cloudiest,,,,,,,,,,,,,,
collaboration,collaborations,,,,,,,,,,,,,,,,
collector,collectors,,,,,,,,,,,,,,,,
colorful,colourful,,,,,,,,,,,,,,,,
comb,comb;combs,combed;combs,combed;combing,combing;combings,combings,,,,,,,,,,,,
comfortably,comfortably,,,,,,,,,,,,,,,,
commerce,commerces,,,,,,,,,,,,,,,,
commute,commute;commutes,commuted;commutes,commuted;commuting,commuting;commutings,commutings,,,,,,,,,,,,
commuter,commuter;commuters,commuters,,,,,,,,,,,,,,,
compartment,compartment;compartments,compartmented;compartments,compartmented,,,,,,,,,,,,,,
compatible,compatibles,,,,,,,,,,,,,,,,
compile,compiles,compiled,compiling,compilings,,,,,,,,,,,,,
completion,completions,,,,,,,,,,,,,,,,
compliance,compliances,,,,,,,,,,,,,,,,
compliment,compliments,complimented,complimenting,complimentings,,,,,,,,,,,,,
complimentary,complimentary,,,,,,,,,,,,,,,,
concierge,concierge;concierges,concierges,,,,,,,,,,,,,,,
conditioner,conditioner;conditioners,conditioners,,,,,,,,,,,,,,,
condominium,condominium;condominiums,condominiums,,,,,,,,,,,,,,,
conductor,conductor;conductors,conductors,,,,,,,,,,,,,,,
confidential,confidential;confidentials,confidentials,,,,,,,,,,,,,,,
confirmation,confirmations,,,,,,,,,,,,,,,,
conform,conforms,conformed,conforming,conformings,,,,,,,,,,,,,
congestion,congestion;congestions,congestions,,,,,,,,,,,,,,,
congratulate,congratulates,congratulated,congratulating,congratulatings,,,,,,,,,,,,,
congratulation,congratulations,,,,,,,,,,,,,,,,
consecutive,,,,,,,,,,,,,,,,,
considerably,,,,,,,,,,,,,,,,,
considerate,considerate,,,,,,,,,,,,,,,,
consignment,consignment;consignments,consignments,,,,,,,,,,,,,,,
consistently,,,,,,,,,,,,,,,,,
contestant,contestant;contestants,contestants,,,,,,,,,,,,,,,
continental,continental;continentals,continentals,,,,,,,,,,,,,,,
contraction,contraction;contractions,contractions,,,,,,,,,,,,,,,
contractor,contractors,,,,,,,,,,,,,,,,
convenience,conveniences,,,,,,,,,,,,,,,,
convenient,convenienter,convenientest,,,,,,,,,,,,,,,
conveniently,conveniently,,,,,,,,,,,,,,,,
convey,conveys,conveyed,conveying,conveyings,,,,,,,,,,,,,
cookbook,cookbook;cookbooks,cookbooks,,,,,,,,,,,,,,,
cookie,cookies,,,,,,,,,,,,,,,,
cooler,cooler;coolers,coolers,,,,,,,,,,,,,,,
cooperate,cooperates,cooperated,cooperating,cooperatings,,,,,,,,,,,,,
coordinator,coordinator;coordinators,coordinators,,,,,,,,,,,,,,,
copier,copier;copiers,copiers,,,,,,,,,,,,,,,
copyright,copyrights,copyrighted,copyrighting,copyrightings,,,,,,,,,,,,,
cordless,cordless,,,,,,,,,,,,,,,,
cosmetic,cosmetic;cosmetics,cosmetics,,,,,,,,,,,,,,,
costly,costlier,costliest,,,,,,,,,,,,,,,
costume,costumes,costumed,costuming,costumings,,,,,,,,,,,,,
counselor,counselors,counsellor,counsellors,,,,,,,,,,,,,,
countryside,countrysides,,,,,,,,,,,,,,,,
coupon,coupon;coupons,coupons,,,,,,,,,,,,,,,
courier,courier;couriers,couriered;couriers,couriered;couriering,couriering;courierings,courierings,,,,,,,,,,,,
courtesy,courtesies,,,,,,,,,,,,,,,,
coworker,coworker;coworkers,coworkers,,,,,,,,,,,,,,,
crane,crane;cranes,craned;cranes,craned;craning,craning;cranings,cranings,,,,,,,,,,,,
creativity,,,,,,,,,,,,,,,,,
cruise,cruises,cruised,cruising,cruisings,,,,,,,,,,,,,
culinary,culinary,,,,,,,,,,,,,,,,
cumulative,cumulative,,,,,,,,,,,,,,,,
cushion,cushions,cushioned,cushioning,cushionings,,,,,,,,,,,,,
customize,customize;customizes,customized;customizes,customized;customizing,customise;customizing,customise;customises,customised;customises,customised;customising,customising;customisings,customisings,,,,,,,,
daytime,daytime;daytimes,daytimes,,,,,,,,,,,,,,,
dealership,dealership;dealerships,dealerships,,,,,,,,,,,,,,,
debit,debit;debits,debited;debits,debited;debiting,debiting;debitings,debitings,,,,,,,,,,,,
deck,decks,decked,decking,deckings,,,,,,,,,,,,,
decorate,decorates,decorated,decorating,decoratings,,,,,,,,,,,,,
decoration,decorations,,,,,,,,,,,,,,,,
dedication,dedication;dedications,dedications,,,,,,,,,,,,,,,
deduct,deduct;deducts,deducted;deducts,deducted;deducting,deducting;deductings,deductings,,,,,,,,,,,,
deduction,deduction;deductions,deductions,,,,,,,,,,,,,,,
defective,defective,,,,,,,,,,,,,,,,
delegate,delegates,delegated,delegating,delegatings,,,,,,,,,,,,,
delete,deletes,deleted,deleting,deletings,,,,,,,,,,,,,
delicate,,,,,,,,,,,,,,,,,
delicious,,,,,,,,,,,,,,,,,
deluxe,deluxe,,,,,,,,,,,,,,,,
demolish,demolish;demolishes,demolished;demolishes,demolished;demolishing,demolishing;demolishings,demolishings,,,,,,,,,,,,
dental,dental;dentals,dentals,,,,,,,,,,,,,,,
dentist,dentists,,,,,,,,,,,,,,,,
depart,departs,departed,departing,departings,,,,,,,,,,,,,
departmental,departmental;departmentals,departmentals,,,,,,,,,,,,,,,
departure,departures,,,,,,,,,,,,,,,,
dependable,dependable;dependables,dependables,,,,,,,,,,,,,,,
descriptive,descriptive,,,,,,,,,,,,,,,,
designate,designates,designated,designating,designatings,,,,,,,,,,,,,
desirable,desirables,,,,,,,,,,,,,,,,
desktop,desktops,,,,,,,,,,,,,,,,
desperate,,,,,,,,,,,,,,,,,
dessert,dessert;desserts,desserts,,,,,,,,,,,,,,,
detach,detach;detaches,detached;detaches,detached;detaching,detaching;detachings,detachings,,,,,,,,,,,,
deteriorate,deteriorates,deteriorated,deteriorating,deterioratings,,,,,,,,,,,,,
devastate,devastates,devastated,devastating,devastatings,,,,,,,,,,,,,
developer,developers,,,,,,,,,,,,,,,,
dial,dials,dialed,dialing,diall,dialls,dialled,dialling,diallings,,,,,,,,,
diamond,diamonds,,,,,,,,,,,,,,,,
dine,dines,dined,dining,dinings,,,,,,,,,,,,,
diner,diner;diners,diners,,,,,,,,,,,,,,,
diploma,diploma;diplomas,diplomas,,,,,,,,,,,,,,,
directory,directories,,,,,,,,,,,,,,,,
disable,disables,disabled,disabling,disablings,,,,,,,,,,,,,
disagreement,disagreements,,,,,,,,,,,,,,,,
disappointment,disappointments,,,,,,,,,,,,,,,,
discard,discards,discarded,discarding,discardings,,,,,,,,,,,,,
disconnect,disconnect;disconnects,disconnected;disconnects,disconnected;disconnecting,disconnecting;disconnectings,disconnectings,,,,,,,,,,,,
discontinue,discontinue;discontinues,discontinued;discontinues,discontinued;discontinuing,discontinuing;discontinuings,discontinuings,,,,,,,,,,,,
discrepancy,discrepancies;discrepancy,discrepancies,,,,,,,,,,,,,,,
disgust,disgusts,disgusted,disgusting,disgustings,,,,,,,,,,,,,
dishwasher,dishwasher;dishwashers,dishwashers,,,,,,,,,,,,,,,
dislike,dislikes,disliked,disliking,dislikings,,,,,,,,,,,,,
dispatch,dispatches,dispatched,dispatching,despatch,despatches,despatched,despatching,despatchings,,,,,,,,,
disposal,disposals,,,,,,,,,,,,,,,,
dispose,disposes,disposed,disposing,disposings,,,,,,,,,,,,,
disrupt,disrupts,disrupted,disrupting,disruptings,,,,,,,,,,,,,
disruption,disruption;disruptions,disruptions,,,,,,,,,,,,,,,
dissatisfy,dissatisfied;dissatisfy,dissatisfied;dissatisfies,dissatisfies;dissatisfying,dissatisfying;dissatisfyings,dissatisfyings,,,,,,,,,,,,
distract,distracts,distracted,distracting,distractings,,,,,,,,,,,,,
distraction,distraction;distractions,distractions,,,,,,,,,,,,,,,
distractor,distractor;distractors,distracter;distractors,distracter;distracters,distracters,,,,,,,,,,,,,
distributor,distributors,,,,,,,,,,,,,,,,
dive,dives,diving,dived,,,,,,,,,,,,,,
dividend,dividends,,,,,,,,,,,,,,,,
dock,docks,docked,docking,dockings,,,,,,,,,,,,,
documentary,documentaries,,,,,,,,,,,,,,,,
documentation,documentations,,,,,,,,,,,,,,,,
donate,donates,donated,donating,donatings,,,,,,,,,,,,,
donation,donations,,,,,,,,,,,,,,,,
donut,donut;donuts,donuts;doughnuts,doughnut;doughnuts,doughnut,,,,,,,,,,,,,
doorman,doorman;doormen,doormen,,,,,,,,,,,,,,,
download,downloads,downloaded,downloading,downloadings,,,,,,,,,,,,,
downsize,downsize;downsizes,downsized;downsizes,downsized;downsizing,downsizing;downsizings,downsizings,,,,,,,,,,,,
downstairs,,,,,,,,,,,,,,,,,
downtown,downtowner,,,,,,,,,,,,,,,,
downturn,downturn;downturns,downturns,,,,,,,,,,,,,,,
drastically,drastically,,,,,,,,,,,,,,,,
drawback,drawbacks,,,,,,,,,,,,,,,,
drawer,drawers,,,,,,,,,,,,,,,,
drill,drills,drilled,drilling,drillings,,,,,,,,,,,,,
drought,droughts,,,,,,,,,,,,,,,,
drum,drums,drummed,drumming,drummings,,,,,,,,,,,,,
dull,dulls,dulled,dulling,duller,dullest,,,,,,,,,,,,
duplicate,duplicate;duplicates,duplicated;duplicates,duplicated;duplicating,duplicating;duplicatings,duplicatings,,,,,,,,,,,,
durable,durable;durables,durables,,,,,,,,,,,,,,,
eager,,,,,,,,,,,,,,,,,
earthquake,earthquakes,,,,,,,,,,,,,,,,
e-book,e-book;e-books,e book;e-books,e book;e books,e books;ebook,ebook;ebooks,ebooks,,,,,,,,,,,
economical,economical;economicals,economicals,,,,,,,,,,,,,,,
economize,economize;economizes,economized;economizes,economized;economizing,economise;economizing,economise;economises,economised;economises,economised;economising,economising;economisings,economisings,,,,,,,,
editorial,editorials,,,,,,,,,,,,,,,,
efficiently,,,,,,,,,,,,,,,,,
electrical,electricals,,,,,,,,,,,,,,,,
electrician,electrician;electricians,electricians,,,,,,,,,,,,,,,
electronically,electronically,,,,,,,,,,,,,,,,
elegant,,,,,,,,,,,,,,,,,
elephant,elephants,,,,,,,,,,,,,,,,
elevator,elevator;elevators,elevators,,,,,,,,,,,,,,,
eligible,eligibles,,,,,,,,,,,,,,,,
embassy,embassies,,,,,,,,,,,,,,,,
enclose,encloses,enclosed,enclosing,enclosings,,,,,,,,,,,,,
energetic,energetic;energetics,energetics,,,,,,,,,,,,,,,
engagement,engagements,,,,,,,,,,,,,,,,
enjoyable,enjoyables,,,,,,,,,,,,,,,,
enroll,enrolls,enrolled,enrolling,enrol,enrols,,,,,,,,,,,,
enrollment,enrollment;enrollments,enrollments;enrolments,enrolment;enrolments,enrolment,,,,,,,,,,,,,
enthusiasm,enthusiasms,,,,,,,,,,,,,,,,
enthusiast,enthusiast;enthusiasts,enthusiasts,,,,,,,,,,,,,,,
enthusiastic,enthusiastics,,,,,,,,,,,,,,,,
enthusiastically,enthusiastically,,,,,,,,,,,,,,,,
entr�e,entr�e;entr�es,entree;entr�es,entree;entrees,entrees,,,,,,,,,,,,,
entrepreneur,entrepreneurs,,,,,,,,,,,,,,,,
environmentally,environmentally,,,,,,,,,,,,,,,,
equip,equips,equipped,equipping,equippings,,,,,,,,,,,,,
escalator,escalator;escalators,escalators,,,,,,,,,,,,,,,
escort,escorts,escorted,escorting,escortings,,,,,,,,,,,,,
euro,euros,,,,,,,,,,,,,,,,
evacuate,evacuate;evacuates,evacuated;evacuates,evacuated;evacuating,evacuating;evacuatings,evacuatings,,,,,,,,,,,,
evenly,evenly,,,,,,,,,,,,,,,,
excellence,excellence;excellences,excellences,,,,,,,,,,,,,,,
exceptional,exceptionals,,,,,,,,,,,,,,,,
excessive,,,,,,,,,,,,,,,,,
exclusive,exclusives,,,,,,,,,,,,,,,,
exclusively,,,,,,,,,,,,,,,,,
excursion,excursion;excursions,excursions,,,,,,,,,,,,,,,
exemption,exemption;exemptions,exemptions,,,,,,,,,,,,,,,
exotic,exotics,,,,,,,,,,,,,,,,
expedite,expedite;expedited,expedited,,,,,,,,,,,,,,,
expiration,expiration,,,,,,,,,,,,,,,,
expire,expires,expired,expiring,expirings,,,,,,,,,,,,,
explanatory,explanatory,,,,,,,,,,,,,,,,
explorer,explorer;explorers,explorers,,,,,,,,,,,,,,,
extinguisher,extinguisher;extinguishers,extinguishers,,,,,,,,,,,,,,,
factual,factual;factuals,factuals,,,,,,,,,,,,,,,
familiarity,familiarities;familiarity,familiarities,,,,,,,,,,,,,,,
familiarize,familiarize;familiarizes,familiarized;familiarizes,familiarized;familiarizing,familiarise;familiarizing,familiarise;familiarises,familiarised;familiarises,familiarised;familiarising,familiarising;familiarisings,familiarisings,,,,,,,,
fare,fares,fared,faring,farings,,,,,,,,,,,,,
farewell,farewell;farewells,farewells,,,,,,,,,,,,,,,
fasten,fasten;fastens,fastened;fastens,fastened;fastening,fastening;fastenings,fastenings,,,,,,,,,,,,
faulty,faulty,,,,,,,,,,,,,,,,
favorable,favourable,,,,,,,,,,,,,,,,
fax,faxes,faxed,faxing,faxings,,,,,,,,,,,,,
ferry,ferries,ferried,ferrying,ferryings,,,,,,,,,,,,,
finalize,finalize;finalizes,finalized;finalizes,finalized;finalizing,finalise;finalizing,finalise;finalises,finalised;finalises,finalised;finalising,finalising;finalisings,finalisings,,,,,,,,
firefighter,firefighter;firefighters,firefighters,,,,,,,,,,,,,,,
firework,firework;fireworks,fireworks,,,,,,,,,,,,,,,
fiscal,fiscals,,,,,,,,,,,,,,,,
fitness,fitnesses,,,,,,,,,,,,,,,,
fixture,fixture;fixtures,fixtures,,,,,,,,,,,,,,,
flavor,flavors,flavored,flavoring,flavorings,flavour,flavoured,flavouring,flavours,flavorings,flavourings,,,,,,,
flaw,flaws,flawed,,,,,,,,,,,,,,,
fleet,fleets,fleeted,fleeting,fleetings,fleeter,fleetest,,,,,,,,,,,
flextime,flextime,,,,,,,,,,,,,,,,
flour,flours,floured,flouring,flourings,,,,,,,,,,,,,
flu,,,,,,,,,,,,,,,,,
fluctuate,fluctuates,fluctuated,fluctuating,fluctuatings,,,,,,,,,,,,,
fluent,fluent,,,,,,,,,,,,,,,,
flyer,flyer;flyers,flyers,,,,,,,,,,,,,,,
fog,fog;fogs,fogged;fogs,fogged;fogging,fogging;foggings,foggings,,,,,,,,,,,,
folder,folder;folders,folders,,,,,,,,,,,,,,,
footwear,footwear;footwears,footwears,,,,,,,,,,,,,,,
forbid,forbids,forbade,forbidding,forbidden,,,,,,,,,,,,,
foreman,foreman;foremen,foremans;foremen,foremans,,,,,,,,,,,,,,
fork,forks,forked,forking,forkings,,,,,,,,,,,,,
fortunately,,,,,,,,,,,,,,,,,
foster,fosters,fostered,fostering,fosterings,,,,,,,,,,,,,
founder,founders,foundered,foundering,founderings,,,,,,,,,,,,,
fountain,fountain;fountains,fountained;fountains,fountained;fountaining,fountaining;fountainings,fountainings,,,,,,,,,,,,
franchise,franchises,franchised,franchising,franchisings,,,,,,,,,,,,,
freelance,freelance;freelances,freelanced;freelances,freelanced;freelancing,freelancing;freelancings,freelancings,,,,,,,,,,,,
freight,freight;freights,freighted;freights,freighted;freighting,freighting;freightings,freightings,,,,,,,,,,,,
freighter,freighter;freighters,freighters,,,,,,,,,,,,,,,
frustrate,frustrates,frustrated,frustrating,frustratings,,,,,,,,,,,,,
fry,fries,fried,frying,fryings,,,,,,,,,,,,,
fundraise,fundraise;fundraises,fundraised;fundraises,fundraised;fundraising,fundraising;fundraisings,fundraisings,,,,,,,,,,,,
furnish,furnishes,furnished,furnishing,furnishings,,,,,,,,,,,,,
gallon,gallons,,,,,,,,,,,,,,,,
garage,garages,garaged,garaging,garagings,,,,,,,,,,,,,
garbage,garbage;garbages,garbages,,,,,,,,,,,,,,,
gardener,gardener;gardeners,gardeners,,,,,,,,,,,,,,,
garment,garments,,,,,,,,,,,,,,,,
gasoline,gasoline;gasolines,gasolines,,,,,,,,,,,,,,,
generator,generator;generators,generators,,,,,,,,,,,,,,,
generic,generics,,,,,,,,,,,,,,,,
generous,,,,,,,,,,,,,,,,,
genre,genres,,,,,,,,,,,,,,,,
getaway,getaway;getaways,getaways,,,,,,,,,,,,,,,
glove,gloves,gloved,,,,,,,,,,,,,,,
gossip,gossips,gossiped,gossiping,gossipings,,,,,,,,,,,,,
graduation,graduation;graduations,graduations,,,,,,,,,,,,,,,
graphic,,,,,,,,,,,,,,,,,
graphics,graphicses,,,,,,,,,,,,,,,,
grill,grills,grilled,grilling,grille,grilles,,,,,,,,,,,,
grocery,groceries,,,,,,,,,,,,,,,,
guidance,guidances,,,,,,,,,,,,,,,,
gum,gum;gums,gummed;gums,gummed;gumming,gumming;gummings,gummings,,,,,,,,,,,,
gym,gyms,,,,,,,,,,,,,,,,
gymnasium,gymnasium;gymnasiums,gymnasiums,,,,,,,,,,,,,,,
habitual,habitual;habituals,habituals,,,,,,,,,,,,,,,
hacker,hacker;hackers,hackers,,,,,,,,,,,,,,,
hallway,hallway;hallways,hallways,,,,,,,,,,,,,,,
hamburger,hamburger;hamburgers,hamburgers,,,,,,,,,,,,,,,
handbook,handbook;handbooks,handbooks,,,,,,,,,,,,,,,
handy,handier,handiest,,,,,,,,,,,,,,,
hardware,,,,,,,,,,,,,,,,,
hardworking,hardworking;hardworkings,hardworkings,,,,,,,,,,,,,,,
harmful,,,,,,,,,,,,,,,,,
hazard,hazards,hazarded,hazarding,hazardings,,,,,,,,,,,,,
hazardous,hazardous,,,,,,,,,,,,,,,,
headache,headaches,,,,,,,,,,,,,,,,
headphone,headphone;headphones,headphones,,,,,,,,,,,,,,,
healthcare,healthcare,,,,,,,,,,,,,,,,
healthful,healthful,,,,,,,,,,,,,,,,
heater,heater;heaters,heaters,,,,,,,,,,,,,,,
helmet,helmets,helmeted,helmeting,helmetings,,,,,,,,,,,,,
hereby,hereby,,,,,,,,,,,,,,,,
hesitant,hesitant,,,,,,,,,,,,,,,,
hesitation,hesitation;hesitations,hesitations,,,,,,,,,,,,,,,
highway,highways,,,,,,,,,,,,,,,,
hike,hikes,hiked,hiking,hikings,,,,,,,,,,,,,
hiker,hiker;hikers,hikers,,,,,,,,,,,,,,,
hobby,hobbies,,,,,,,,,,,,,,,,
homeless,,,,,,,,,,,,,,,,,
homemade,homemade;homemades,homemades,,,,,,,,,,,,,,,
homeowner,homeowner;homeowners,homeowners,,,,,,,,,,,,,,,
honestly,,,,,,,,,,,,,,,,,
hospitality,hospitalities,,,,,,,,,,,,,,,,
hotline,hotline;hotlines,hotlines,,,,,,,,,,,,,,,
hourly,hourly,,,,,,,,,,,,,,,,
housekeep,housekeep;housekeeps,housekeeps;housekept,housekeeping;housekept,housekeeping;housekeepings,housekeepings,,,,,,,,,,,,
housekeeper,housekeeper;housekeepers,housekeepers,,,,,,,,,,,,,,,
humidity,humidities;humidity,humidities,,,,,,,,,,,,,,,
hungry,hungrier,hungriest,,,,,,,,,,,,,,,
hurricane,hurricanes,,,,,,,,,,,,,,,,
hygiene,hygiene,,,,,,,,,,,,,,,,
ice cream,ice cream;ice creams,ice creams;ice-cream,ice-cream;ice-creams,ice-creams,,,,,,,,,,,,,
icy,icier;icy,icier,,,,,,,,,,,,,,,
ideally,ideally,,,,,,,,,,,,,,,,
illogical,illogical;illogicals,illogicals,,,,,,,,,,,,,,,
impatient,impatient,,,,,,,,,,,,,,,,
imperative,imperatives,,,,,,,,,,,,,,,,
inappropriate,,,,,,,,,,,,,,,,,
inclusive,inclusive,,,,,,,,,,,,,,,,
incoming,incoming;incomings,incomings,,,,,,,,,,,,,,,
incomplete,incomplete,,,,,,,,,,,,,,,,
inconvenience,inconvenience;inconveniences,inconvenienced;inconveniences,inconvenienced;inconveniencing,inconveniencing;inconveniencings,inconveniencings,,,,,,,,,,,,
incur,incurs,incurred,incurring,incurrings,,,,,,,,,,,,,
indoor,indoors,,,,,,,,,,,,,,,,
inefficient,inefficient,,,,,,,,,,,,,,,,
inexpensive,inexpensive,,,,,,,,,,,,,,,,
inexperience,inexperience;inexperienced,inexperienced,,,,,,,,,,,,,,,
infer,infer;infers,inferred;infers,inferred;inferring,inferring;inferrings,inferrings,,,,,,,,,,,,
inflate,inflate;inflates,inflated;inflates,inflated;inflating,inflating;inflatings,inflatings,,,,,,,,,,,,
informative,informative,,,,,,,,,,,,,,,,
ingredient,ingredients,,,,,,,,,,,,,,,,
ink,inks,inked,inking,inkings,,,,,,,,,,,,,
innovative,,,,,,,,,,,,,,,,,
inquire,inquire;inquires,inquired;inquires,inquired;inquiring,inquiring;inquirings,inquirings,,,,,,,,,,,,
inspect,inspects,inspected,inspecting,inspectings,,,,,,,,,,,,,
inspection,inspections,,,,,,,,,,,,,,,,
inspector,inspectors,,,,,,,,,,,,,,,,
inspiration,inspirations,,,,,,,,,,,,,,,,
installation,installations,,,,,,,,,,,,,,,,
institute,institutes,instituted,instituting,institutings,,,,,,,,,,,,,
instruct,instructs,instructed,instructing,instructings,,,,,,,,,,,,,
instructor,instructors,,,,,,,,,,,,,,,,
insufficient,,,,,,,,,,,,,,,,,
intently,intently,,,,,,,,,,,,,,,,
interactive,,,,,,,,,,,,,,,,,
intern,intern;interns,interned;interns,interned;interning,interning;internings,internings,,,,,,,,,,,,
internationally,internationally,,,,,,,,,,,,,,,,
internet,internet;internets,internets,,,,,,,,,,,,,,,
internship,internship;internships,internships,,,,,,,,,,,,,,,
interpreter,interpreters,,,,,,,,,,,,,,,,
intersection,intersection;intersections,intersections,,,,,,,,,,,,,,,
intonation,intonation;intonations,intonations,,,,,,,,,,,,,,,
introductory,introductory,,,,,,,,,,,,,,,,
invaluable,invaluable;invaluables,invaluables,,,,,,,,,,,,,,,
invention,inventions,,,,,,,,,,,,,,,,
inventory,inventories,,,,,,,,,,,,,,,,
invoice,invoices,invoiced,invoicing,invoicings,,,,,,,,,,,,,
irregular,irregular;irregulars,irregulars,,,,,,,,,,,,,,,
irritate,irritates,irritated,irritating,irritatings,,,,,,,,,,,,,
itinerary,itineraries;itinerary,itineraries,,,,,,,,,,,,,,,
jam,jams,jammed,jamming,jammings,,,,,,,,,,,,,
jeans,jean,,,,,,,,,,,,,,,,
jet,jets,jetted,jetting,jettings,,,,,,,,,,,,,
jewelry,jewellery,jewelery,,,,,,,,,,,,,,,
jog,jog;jogs,jogged;jogs,jogged;jogging,jogging;joggings,joggings,,,,,,,,,,,,
journalism,,,,,,,,,,,,,,,,,
juice,juices,juiced,juiceing,juiceings,,,,,,,,,,,,,
junk,junks,junked,junking,junkings,,,,,,,,,,,,,
keyboard,keyboards,keyboarded,keyboarding,keyboardings,,,,,,,,,,,,,
kilogram,kilogram;kilograms,kilograms,,,,,,,,,,,,,,,
kit,kits,kitted,kiting,kitings,,,,,,,,,,,,,
knowledgeable,knowledgeable;knowledgeables,knowledgeables,,,,,,,,,,,,,,,
ladder,ladders,laddered,laddering,ladderings,,,,,,,,,,,,,
lamp,lamps,,,,,,,,,,,,,,,,
landlord,landlords,,,,,,,,,,,,,,,,
lane,lanes,,,,,,,,,,,,,,,,
laptop,laptops,,,,,,,,,,,,,,,,
lately,,,,,,,,,,,,,,,,,
laundry,laundries;laundry,laundries,,,,,,,,,,,,,,,
lawn,lawns,,,,,,,,,,,,,,,,
layoff,layoff;layoffs,layoffs,,,,,,,,,,,,,,,
leak,leaks,leaked,leaking,leakings,,,,,,,,,,,,,
lease,leases,leased,leasing,leasings,,,,,,,,,,,,,
lengthy,lengthier,lengthiest,,,,,,,,,,,,,,,
letterhead,letterhead;letterheads,letterheads,,,,,,,,,,,,,,,
librarian,librarian;librarians,librarians,,,,,,,,,,,,,,,
lifeguard,lifeguard;lifeguards,lifeguards,,,,,,,,,,,,,,,
lighter,lighter;lighters,lighters,,,,,,,,,,,,,,,
lightweight,lightweight;lightweights,lightweights,,,,,,,,,,,,,,,
lobby,lobbies,lobbied,lobbying,lobbyings,,,,,,,,,,,,,
locker,locker;lockers,lockers,,,,,,,,,,,,,,,
login,login;logins,log in;logins,log in;logs in,logged in;logs in,logged in;logging in,logging in;loggings in,loggings in,,,,,,,,,,
logo,logo;logos,logos,,,,,,,,,,,,,,,
loudly,loudly,,,,,,,,,,,,,,,,
lounge,lounges,lounged,lounging,loungings,,,,,,,,,,,,,
loyal,loyals,,,,,,,,,,,,,,,,
loyalty,loyalties,,,,,,,,,,,,,,,,
luggage,luggages,,,,,,,,,,,,,,,,
luncheon,luncheon;luncheons,luncheons,,,,,,,,,,,,,,,
lunchtime,lunchtime;lunchtimes,lunchtimes,,,,,,,,,,,,,,,
ma'am,ma'am;ma'ams,ma'ams,,,,,,,,,,,,,,,
malfunction,malfunction;malfunctions,malfunctioned;malfunctions,malfunctioned;malfunctioning,malfunctioning;malfunctionings,malfunctionings,,,,,,,,,,,,
managerial,managerial;managerials,managerials,,,,,,,,,,,,,,,
mandatory,,,,,,,,,,,,,,,,,
mask,masks,masked,masking,maskings,,,,,,,,,,,,,
massage,massage;massages,massaged;massages,massaged;massaging,massaging;massagings,massagings,,,,,,,,,,,,
meantime,,,,,,,,,,,,,,,,,
medication,medications,,,,,,,,,,,,,,,,
memo,memos,,,,,,,,,,,,,,,,
memorandum,memorandum;memorandums,memoranda;memorandums,memoranda,,,,,,,,,,,,,,
merchandise,merchandise;merchandises,merchandised;merchandises,merchandised;merchandising,merchandising;merchandisings,merchandisings;merchandize,merchandize;merchandizes,merchandized;merchandizes,merchandized;merchandizing,merchandizing;merchandizings,merchandizings,,,,,,,
merchant,merchants,,,,,,,,,,,,,,,,
merger,mergers,,,,,,,,,,,,,,,,
merit,merits,merited,meriting,meritings,,,,,,,,,,,,,
microphone,microphones,,,,,,,,,,,,,,,,
microscope,microscope;microscopes,microscopes,,,,,,,,,,,,,,,
microwave,microwave;microwaves,microwaved;microwaves,microwaved;microwaving,microwaving;microwavings,microwavings,,,,,,,,,,,,
midnight,midnights,,,,,,,,,,,,,,,,
mild,milder,mildest,,,,,,,,,,,,,,,
mileage,mileage;mileages,mileages,,,,,,,,,,,,,,,
mini,mini,,,,,,,,,,,,,,,,
misidentify,misidentifies;misidentify,misidentified;misidentifies,misidentified;misidentifying,misidentifying;misidentifyings,misidentifyings,,,,,,,,,,,,
mislead,misleads,misled,misleading,misleadings,,,,,,,,,,,,,
misplace,misplace;misplaces,misplaced;misplaces,misplaced;misplacing,misplacing;misplacings,misplacings,,,,,,,,,,,,
mister,mister;misters,misters;mr,Mister;mr,Mister;Misters,Misters;Mr,Mr,,,,,,,,,,,
modem,modem;modems,modems,,,,,,,,,,,,,,,
monument,monuments,,,,,,,,,,,,,,,,
morale,morales,,,,,,,,,,,,,,,,
mosquito,mosquito;mosquitos,mosquitoe;mosquitos,mosquitoe;mosquitoes,mosquitoes,,,,,,,,,,,,,
motorcycle,motorcycle;motorcycles,motorcycles,,,,,,,,,,,,,,,
mower,mower;mowers,mowers,,,,,,,,,,,,,,,
nail,nails,nailed,nailing,nailings,,,,,,,,,,,,,
nap,nap;naps,napped;naps,napped;napping,napping;nappings,nappings,,,,,,,,,,,,
nationwide,nationwides,,,,,,,,,,,,,,,,
necklace,necklace;necklaces,necklaced;necklaces,necklaced;necklacing,necklacing;necklacings,necklacings,,,,,,,,,,,,
needy,needier;needy,needier;neediest,neediest,,,,,,,,,,,,,,
newsletter,newsletter;newsletters,newsletters,,,,,,,,,,,,,,,
newsstand,newsstand;newsstands,newsstands,,,,,,,,,,,,,,,
nominate,nominates,nominated,nominating,nominatings,,,,,,,,,,,,,
nomination,nominations,,,,,,,,,,,,,,,,
noon,noons,,,,,,,,,,,,,,,,
notify,notifies,notified,notifying,notifyings,,,,,,,,,,,,,
nutrition,nutrition,,,,,,,,,,,,,,,,
obligate,obligate;obligated,obligated;obligating,obligates;obligating,obligates,,,,,,,,,,,,,
oblige,obliges,obliged,obliging,obligings,,,,,,,,,,,,,
